"item_description","sales","transaction_frequency","share_sales","cumulative_sales","cumulative_frequency","sales_category","frequency_category","combined_category","sales_x_frequency"
"admiral nelson spiced","4.49","85","5.202930534052634e-06","99.99917782111247","10500097","C","Z","CZ","1050001067.0419296"
"absolut mandrin","4.49","4","5.202930534052634e-06","99.99917782111247","10500097","C","Z","CZ","1050001067.0419296"
"absolut citron","4.49","3","5.202930534052634e-06","99.99917782111247","10500097","C","Z","CZ","1050001067.0419296"
"admiral nelson spiced rum","4.49","163","5.202930534052634e-06","99.99917782111247","10500097","C","Z","CZ","1050001067.0419296"
"absolut swedish vodka 80prf","4.49","426","5.202930534052634e-06","99.99917782111247","10500097","C","Z","CZ","1050001067.0419296"
"fleischmanns gin","4.49","44","5.202930534052634e-06","99.99917782111247","10500097","C","Z","CZ","1050001067.0419296"
"popov vodka 80 prf","4.5","48","5.214518352613999e-06","99.99914660352924","10499372","C","Z","CZ","1049928239.87299"
"fleischmanns royal vodka","4.5","31","5.214518352613999e-06","99.99914660352924","10499372","C","Z","CZ","1049928239.87299"
"sheep dog holiday minis","4.5","8","5.214518352613999e-06","99.99914660352924","10499372","C","Z","CZ","1049928239.87299"
"crafthouse cocktails rum old fashioned","4.5","5","5.214518352613999e-06","99.99914660352924","10499372","C","Z","CZ","1049928239.87299"
"fleischmanns gin","4.5","124","5.214518352613999e-06","99.99914660352924","10499372","C","Z","CZ","1049928239.87299"
"blue ox vodka","4.5","17","5.214518352613999e-06","99.99914660352924","10499372","C","Z","CZ","1049928239.87299"
"sooh jinro strawberry soju","4.5","4","5.214518352613999e-06","99.99914660352924","10499372","C","Z","CZ","1049928239.87299"
"sooh jinro classic soju","4.5","8","5.214518352613999e-06","99.99914660352924","10499372","C","Z","CZ","1049928239.87299"
"fleischmanns 80prf vodka","4.5","26","5.214518352613999e-06","99.99914660352924","10499372","C","Z","CZ","1049928239.87299"
"jose cuervo especial silver tequila","4.5","29","5.214518352613999e-06","99.99914660352924","10499372","C","Z","CZ","1049928239.87299"
"kamchatka mini","4.5","14","5.214518352613999e-06","99.99914660352924","10499372","C","Z","CZ","1049928239.87299"
"paul masson grande amber brandy vs","4.5","37","5.214518352613999e-06","99.99914660352924","10499372","C","Z","CZ","1049928239.87299"
"blue ox silver rum","4.5","6","5.214518352613999e-06","99.99914660352924","10499372","C","Z","CZ","1049928239.87299"
"jose cuervo especial reposado","4.5","340","5.214518352613999e-06","99.99914660352924","10499372","C","Z","CZ","1049928239.87299"
"new amsterdam 80prf","4.5","35","5.214518352613999e-06","99.99914660352924","10499372","C","Z","CZ","1049928239.87299"
"jose cuervo especial silver","4.5","114","5.214518352613999e-06","99.99914660352924","10499372","C","Z","CZ","1049928239.87299"
"chichis peach margarita","4.5","3","5.214518352613999e-06","99.99914660352924","10499372","C","Z","CZ","1049928239.87299"
"new amsterdam peach","4.5","7","5.214518352613999e-06","99.99914660352924","10499372","C","Z","CZ","1049928239.87299"
"jose cuervo especial reposado tequila","4.5","128","5.214518352613999e-06","99.99914660352924","10499372","C","Z","CZ","1049928239.87299"
"itty bitty juggs sample pack","4.5","5","5.214518352613999e-06","99.99914660352924","10499372","C","Z","CZ","1049928239.87299"
"sooh jose cuervo especial gold flask","4.5","1","5.214518352613999e-06","99.99914660352924","10499372","C","Z","CZ","1049928239.87299"
"new amsterdam pineapple","4.5","17","5.214518352613999e-06","99.99914660352924","10499372","C","Z","CZ","1049928239.87299"
"la prima triple sec","4.5","60","5.214518352613999e-06","99.99914660352924","10499372","C","Z","CZ","1049928239.87299"
"new amsterdam","4.5","1","5.214518352613999e-06","99.99914660352924","10499372","C","Z","CZ","1049928239.87299"
"blue ox gin","4.5","5","5.214518352613999e-06","99.99914660352924","10499372","C","Z","CZ","1049928239.87299"
"popov 80prf","4.5","122","5.214518352613999e-06","99.99914660352924","10499372","C","Z","CZ","1049928239.87299"
"tortilla triple sec","4.52","38","5.237693989736727e-06","99.99901102605206","10498177","C","Z","CZ","1049807317.5764462"
"windsor canadian","4.55","2","5.272457445420821e-06","99.99900578835808","10498139","C","Z","CZ","1049803462.6279876"
"dekuyper sour apple pucker","4.59","175","5.318808719666279e-06","99.99900051590063","10498137","C","Z","CZ","1049803207.2789955"
"dekuyper luscious peachtree","4.59","262","5.318808719666279e-06","99.99900051590063","10498137","C","Z","CZ","1049803207.2789955"
"fris danish vodka","4.61","1","5.341984356789008e-06","99.9989898782832","10497700","C","Z","CZ","1049759396.0452535"
"seagrams vo canadian whiskey pet","4.61","1","5.341984356789008e-06","99.9989898782832","10497700","C","Z","CZ","1049759396.0452535"
"black velvet","4.61","420","5.341984356789008e-06","99.9989898782832","10497700","C","Z","CZ","1049759396.0452535"
"black velvet","4.68","552","5.4230990867185585e-06","99.99897385233011","10497278","C","Z","CZ","1049717028.2426401"
"kessler blend whiskey","4.73","231","5.481038179525382e-06","99.99896842923103","10496726","C","Z","CZ","1049661771.8842884"
"on the rocks cocktails cruzan mai tai","4.74","11","5.492625998086746e-06","99.99896294819285","10496495","C","Z","CZ","1049638614.5908916"
"on the rocks cocktails larios aviation","4.74","8","5.492625998086746e-06","99.99896294819285","10496495","C","Z","CZ","1049638614.5908916"
"on the rocks cocktails tres gen jalapeno pineapple margarita","4.74","8","5.492625998086746e-06","99.99896294819285","10496495","C","Z","CZ","1049638614.5908916"
"on the rocks cocktails effen cosmopolitan","4.74","8","5.492625998086746e-06","99.99896294819285","10496495","C","Z","CZ","1049638614.5908916"
"on the rocks cocktails knob creek bourbon old fashioned","4.74","16","5.492625998086746e-06","99.99896294819285","10496495","C","Z","CZ","1049638614.5908916"
"on the rocks cocktails hornitos margarita","4.74","6","5.492625998086746e-06","99.99896294819285","10496495","C","Z","CZ","1049638614.5908916"
"mad hen fiery cinnamon","4.77","2","5.5273894537708385e-06","99.99892999243684","10496438","C","Z","CZ","1049632568.7319537"
"blue ox vodka","4.8","17","5.562152909454932e-06","99.9989244650474","10496436","C","Z","CZ","1049632310.7162042"
"blue ox silver rum","4.8","1","5.562152909454932e-06","99.9989244650474","10496436","C","Z","CZ","1049632310.7162042"
"blue ox gin","4.8","3","5.562152909454932e-06","99.9989244650474","10496436","C","Z","CZ","1049632310.7162042"
"lauders","4.82","70","5.585328546577661e-06","99.99890777858867","10496415","C","Z","CZ","1049630035.5907948"
"caliber gin","4.82","4","5.585328546577661e-06","99.99890777858867","10496415","C","Z","CZ","1049630035.5907948"
"paul masson grande amber brandy vs","4.83","344","5.596916365139026e-06","99.99889660793157","10496341","C","Z","CZ","1049622518.420593"
"paul masson mango grande amber brandy","4.83","3","5.596916365139026e-06","99.99889660793157","10496341","C","Z","CZ","1049622518.420593"
"paul masson red berry grande amber","4.83","7","5.596916365139026e-06","99.99889660793157","10496341","C","Z","CZ","1049622518.420593"
"paul masson apple grande amber brandy","4.83","186","5.596916365139026e-06","99.99889660793157","10496341","C","Z","CZ","1049622518.420593"
"paul masson grande amber brandy","4.83","160","5.596916365139026e-06","99.99889660793157","10496341","C","Z","CZ","1049622518.420593"
"paul masson pineapple grande amber brandy","4.83","7","5.596916365139026e-06","99.99889660793157","10496341","C","Z","CZ","1049622518.420593"
"paul masson peach grande amber brandy","4.83","386","5.596916365139026e-06","99.99889660793157","10496341","C","Z","CZ","1049622518.420593"
"christian bros brandy","4.85","135","5.620092002261754e-06","99.998857429517","10495248","C","Z","CZ","1049512808.4394234"
"christian bros brandy","4.88","199","5.654855457945847e-06","99.998851809425","10495113","C","Z","CZ","1049499249.6101699"
"on the rocks cocktails knob creek bourbon old fashioned","4.89","7","5.666443276507211e-06","99.99884615456955","10494914","C","Z","CZ","1049479290.4914382"
"on the rocks cocktails larios aviation","4.89","5","5.666443276507211e-06","99.99884615456955","10494914","C","Z","CZ","1049479290.4914382"
"on the rocks cocktails tres gen jalapeno pineapple margarita","4.89","5","5.666443276507211e-06","99.99884615456955","10494914","C","Z","CZ","1049479290.4914382"
"on the rocks cocktails cruzan mai tai","4.89","3","5.666443276507211e-06","99.99884615456955","10494914","C","Z","CZ","1049479290.4914382"
"on the rocks cocktails hornitos margarita","4.89","6","5.666443276507211e-06","99.99884615456955","10494914","C","Z","CZ","1049479290.4914382"
"on the rocks cocktails effen cosmopolitan","4.89","6","5.666443276507211e-06","99.99884615456955","10494914","C","Z","CZ","1049479290.4914382"
"nikolai vodka","4.91","98","5.689618913629941e-06","99.99881215590992","10494882","C","Z","CZ","1049475733.7164402"
"blue ox vodka","4.95","44","5.7359701878753986e-06","99.998806466291","10494784","C","Z","CZ","1049465874.1215273"
"blue ox gin","4.95","7","5.7359701878753986e-06","99.998806466291","10494784","C","Z","CZ","1049465874.1215273"
"seagrams extra dry gin mini","4.95","4181","5.7359701878753986e-06","99.998806466291","10494784","C","Z","CZ","1049465874.1215273"
"pennsylvania dutch egg nog","4.96","9","5.747558006436763e-06","99.99878925838043","10490552","C","Z","CZ","1049042498.6520813"
"fleischmanns royal vodka","4.97","44","5.759145824998127e-06","99.99878351082242","10490543","C","Z","CZ","1049041538.3679736"
"mccormick vodka","4.97","171","5.759145824998127e-06","99.99878351082242","10490543","C","Z","CZ","1049041538.3679736"
"mccormick 80prf vodka","4.97","172","5.759145824998127e-06","99.99878351082242","10490543","C","Z","CZ","1049041538.3679736"
"glenlivet 50ml trial pack","4.97","12","5.759145824998127e-06","99.99878351082242","10490543","C","Z","CZ","1049041538.3679736"
"caliber citrus vodka","4.97","5","5.759145824998127e-06","99.99878351082242","10490543","C","Z","CZ","1049041538.3679736"
"caliber vodka","4.97","1","5.759145824998127e-06","99.99878351082242","10490543","C","Z","CZ","1049041538.3679736"
"fleischmanns gin","4.98","60","5.770733643559493e-06","99.99874895594749","10490138","C","Z","CZ","1049000676.3752451"
"blue ox vodka","5","18","5.793909280682221e-06","99.99874318521385","10490078","C","Z","CZ","1048994615.9148618"
"hawkeye vodka","5.01","307","5.805497099243586e-06","99.99873739130457","10490060","C","Z","CZ","1048992755.1590284"
"hawkeye vodka pet","5.01","69","5.805497099243586e-06","99.99873739130457","10490060","C","Z","CZ","1048992755.1590284"
"amaretto e dolce","5.01","205","5.805497099243586e-06","99.99873739130457","10490060","C","Z","CZ","1048992755.1590284"
"revel stoke peanut butter","5.02","18","5.817084917804949e-06","99.99871997481328","10489479","C","Z","CZ","1048934473.2026845"
"revel stoke roasted pecan","5.02","30","5.817084917804949e-06","99.99871997481328","10489479","C","Z","CZ","1048934473.2026845"
"revel stoke cherry","5.02","10","5.817084917804949e-06","99.99871997481328","10489479","C","Z","CZ","1048934473.2026845"
"revel stoke blackberry","5.02","18","5.817084917804949e-06","99.99871997481328","10489479","C","Z","CZ","1048934473.2026845"
"revel stoke peach","5.02","22","5.817084917804949e-06","99.99871997481328","10489479","C","Z","CZ","1048934473.2026845"
"five oclock pet vodka","5.06","10","5.863436192050407e-06","99.99869088938873","10489381","C","Z","CZ","1048924368.2400272"
"barton vodka","5.06","109","5.863436192050407e-06","99.99869088938873","10489381","C","Z","CZ","1048924368.2400272"
"five oclock vodka","5.06","233","5.863436192050407e-06","99.99869088938873","10489381","C","Z","CZ","1048924368.2400272"
"barton vodka pet","5.06","68","5.863436192050407e-06","99.99869088938873","10489381","C","Z","CZ","1048924368.2400272"
"five oclock vodka pet","5.06","45","5.863436192050407e-06","99.99869088938873","10489381","C","Z","CZ","1048924368.2400272"
"blue ox vodka","5.07","21","5.875024010611772e-06","99.9986615722078","10488916","C","Z","CZ","1048877561.3433155"
"seagrams extra dry gin","5.09","613","5.898199647734501e-06","99.99865569718378","10488895","C","Z","CZ","1048875399.7489125"
"five oclock vodka","5.1","411","5.909787466295865e-06","99.99864979898413","10488282","C","Z","CZ","1048814038.7109889"
"paramount gin","5.1","266","5.909787466295865e-06","99.99864979898413","10488282","C","Z","CZ","1048814038.7109889"
"mccormick vodka","5.1","124","5.909787466295865e-06","99.99864979898413","10488282","C","Z","CZ","1048814038.7109889"
"barton vodka","5.1","266","5.909787466295865e-06","99.99864979898413","10488282","C","Z","CZ","1048814038.7109889"
"mccormick 80prf vodka","5.1","176","5.909787466295865e-06","99.99864979898413","10488282","C","Z","CZ","1048814038.7109889"
"mccormick apple vodka","5.1","88","5.909787466295865e-06","99.99864979898413","10488282","C","Z","CZ","1048814038.7109889"
"mccormick peach vodka","5.1","73","5.909787466295865e-06","99.99864979898413","10488282","C","Z","CZ","1048814038.7109889"
"blue ox vodka","5.12","53","5.932963103418595e-06","99.9986084304719","10486878","C","Z","CZ","1048673206.7801304"
"paramount triple sec","5.13","245","5.944550921979959e-06","99.9986024975088","10486825","C","Z","CZ","1048667844.6359377"
"barton vodka","5.14","183","5.9561387405413235e-06","99.99859655295788","10486580","C","Z","CZ","1048643282.640317"
"nikolai vodka","5.14","99","5.9561387405413235e-06","99.99859655295788","10486580","C","Z","CZ","1048643282.640317"
"barton naturals vodka","5.16","1","5.979314377664052e-06","99.9985846406804","10486298","C","Z","CZ","1048614958.1203977"
"hawkeye gin","5.16","78","5.979314377664052e-06","99.9985846406804","10486298","C","Z","CZ","1048614958.1203977"
"uv blue raspberry","5.18","325","6.002490014786781e-06","99.99857268205164","10486219","C","Z","CZ","1048606932.8314109"
"hawkeye vodka","5.1899999999999995","184","6.014077833348145e-06","99.99856667956163","10485894","C","Z","CZ","1048574370.3538153"
"five oclock gin","5.19","335","6.014077833348145e-06","99.9985606654838","10485710","C","Z","CZ","1048555907.55567"
"fleischmanns 80prf vodka","5.22","28","6.048841289032239e-06","99.99855465140595","10485375","C","Z","CZ","1048522344.9779857"
"skol vodka","5.22","286","6.048841289032239e-06","99.99855465140595","10485375","C","Z","CZ","1048522344.9779857"
"fleischmanns royal vodka","5.22","43","6.048841289032239e-06","99.99855465140595","10485375","C","Z","CZ","1048522344.9779857"
"blue ox vodka pet","5.24","29","6.0720169261549675e-06","99.9985365048821","10485018","C","Z","CZ","1048486455.2273458"
"e & j vs brandy","5.24","131","6.0720169261549675e-06","99.9985365048821","10485018","C","Z","CZ","1048486455.2273458"
"jim beam 100ml tripack","5.24","8","6.0720169261549675e-06","99.9985365048821","10485018","C","Z","CZ","1048486455.2273458"
"jameson","5.24","56","6.0720169261549675e-06","99.9985365048821","10485018","C","Z","CZ","1048486455.2273458"
"mccormick 80prf vodka","5.24","9","6.0720169261549675e-06","99.9985365048821","10485018","C","Z","CZ","1048486455.2273458"
"titos handmade vodka","5.24","564","6.0720169261549675e-06","99.9985365048821","10485018","C","Z","CZ","1048486455.2273458"
"e & j apple brandy","5.24","1","6.0720169261549675e-06","99.9985365048821","10485018","C","Z","CZ","1048486455.2273458"
"e & j vs","5.24","50","6.0720169261549675e-06","99.9985365048821","10485018","C","Z","CZ","1048486455.2273458"
"jose cuervo especial reposado","5.25","68","6.083604744716332e-06","99.99848792874666","10484170","C","Z","CZ","1048401147.1879278"
"new amsterdam vodka","5.25","194","6.083604744716332e-06","99.99848792874666","10484170","C","Z","CZ","1048401147.1879278"
"jose cuervo especial silver","5.25","18","6.083604744716332e-06","99.99848792874666","10484170","C","Z","CZ","1048401147.1879278"
"paramount amaretto","5.25","658","6.083604744716332e-06","99.99848792874666","10484170","C","Z","CZ","1048401147.1879278"
"new amsterdam grapefruit","5.25","3","6.083604744716332e-06","99.99848792874666","10484170","C","Z","CZ","1048401147.1879278"
"red fox blended whiskey","5.25","3","6.083604744716332e-06","99.99848792874666","10484170","C","Z","CZ","1048401147.1879278"
"mr boston english market gin","5.25","10","6.083604744716332e-06","99.99848792874666","10484170","C","Z","CZ","1048401147.1879278"
"new amsterdam lemon","5.25","11","6.083604744716332e-06","99.99848792874666","10484170","C","Z","CZ","1048401147.1879278"
"arrow peppermint schnapps","5.25","295","6.083604744716332e-06","99.99848792874666","10484170","C","Z","CZ","1048401147.1879278"
"blue ox gin","5.25","6","6.083604744716332e-06","99.99848792874666","10484170","C","Z","CZ","1048401147.1879278"
"fleischmanns 80prf vodka","5.25","16","6.083604744716332e-06","99.99848792874666","10484170","C","Z","CZ","1048401147.1879278"
"new amsterdam passion fruit flavored vodka","5.25","2","6.083604744716332e-06","99.99848792874666","10484170","C","Z","CZ","1048401147.1879278"
"seagrams 7 crown","5.25","833","6.083604744716332e-06","99.99848792874666","10484170","C","Z","CZ","1048401147.1879278"
"red fox vodka","5.25","1","6.083604744716332e-06","99.99848792874666","10484170","C","Z","CZ","1048401147.1879278"
"new amsterdam watermelon","5.25","41","6.083604744716332e-06","99.99848792874666","10484170","C","Z","CZ","1048401147.1879278"
"new amsterdam apple","5.25","195","6.083604744716332e-06","99.99848792874666","10484170","C","Z","CZ","1048401147.1879278"
"new amsterdam 80prf","5.25","607","6.083604744716332e-06","99.99848792874666","10484170","C","Z","CZ","1048401147.1879278"
"new amsterdam peach","5.25","903","6.083604744716332e-06","99.99848792874666","10484170","C","Z","CZ","1048401147.1879278"
"fleischmanns dry gin","5.25","40","6.083604744716332e-06","99.99848792874666","10484170","C","Z","CZ","1048401147.1879278"
"gotcha vodka 1l","5.25","2","6.083604744716332e-06","99.99848792874666","10484170","C","Z","CZ","1048401147.1879278"
"e & j apple","5.25","19","6.083604744716332e-06","99.99848792874666","10484170","C","Z","CZ","1048401147.1879278"
"five star","5.25","291","6.083604744716332e-06","99.99848792874666","10484170","C","Z","CZ","1048401147.1879278"
"five star pet","5.25","83","6.083604744716332e-06","99.99848792874666","10484170","C","Z","CZ","1048401147.1879278"
"gotcha gin 1l","5.25","1","6.083604744716332e-06","99.99848792874666","10484170","C","Z","CZ","1048401147.1879278"
"e & j vs","5.25","451","6.083604744716332e-06","99.99848792874666","10484170","C","Z","CZ","1048401147.1879278"
"fleischmanns royal vodka","5.25","9","6.083604744716332e-06","99.99848792874666","10484170","C","Z","CZ","1048401147.1879278"
"new amsterdam apple vodka","5.25","52","6.083604744716332e-06","99.99848792874666","10484170","C","Z","CZ","1048401147.1879278"
"new amsterdam red berry","5.25","576","6.083604744716332e-06","99.99848792874666","10484170","C","Z","CZ","1048401147.1879278"
"blue ox vodka","5.25","6","6.083604744716332e-06","99.99848792874666","10484170","C","Z","CZ","1048401147.1879278"
"new amsterdam raspberry","5.25","98","6.083604744716332e-06","99.99848792874666","10484170","C","Z","CZ","1048401147.1879278"
"new amsterdam mango","5.25","196","6.083604744716332e-06","99.99848792874666","10484170","C","Z","CZ","1048401147.1879278"
"somrus coffee grab n go mini","5.25","17","6.083604744716332e-06","99.99848792874666","10484170","C","Z","CZ","1048401147.1879278"
"fleischmanns gin","5.25","65","6.083604744716332e-06","99.99848792874666","10484170","C","Z","CZ","1048401147.1879278"
"blue ox silver rum","5.25","6","6.083604744716332e-06","99.99848792874666","10484170","C","Z","CZ","1048401147.1879278"
"new amsterdam pink whitney","5.25","42","6.083604744716332e-06","99.99848792874666","10484170","C","Z","CZ","1048401147.1879278"
"new amsterdam gin","5.25","78","6.083604744716332e-06","99.99848792874666","10484170","C","Z","CZ","1048401147.1879278"
"jim beam","5.25","537","6.083604744716332e-06","99.99848792874666","10484170","C","Z","CZ","1048401147.1879278"
"red fox gin","5.25","4","6.083604744716332e-06","99.99848792874666","10484170","C","Z","CZ","1048401147.1879278"
"hawkeye blended whiskey","5.25","176","6.083604744716332e-06","99.99848792874666","10484170","C","Z","CZ","1048401147.1879278"
"korski vodka","5.25","9","6.083604744716332e-06","99.99848792874666","10484170","C","Z","CZ","1048401147.1879278"
"gotcha blended whiskey 750ml","5.25","1","6.083604744716332e-06","99.99848792874666","10484170","C","Z","CZ","1048401147.1879278"
"mccormick blend whiskey","5.25","34","6.083604744716332e-06","99.99848792874666","10484170","C","Z","CZ","1048401147.1879278"
"gothca gin 1l","5.25","3","6.083604744716332e-06","99.99848792874666","10484170","C","Z","CZ","1048401147.1879278"
"seagrams 7 crown bl whiskey","5.25","168","6.083604744716332e-06","99.99848792874666","10484170","C","Z","CZ","1048401147.1879278"
"new amsterdam pineapple","5.25","454","6.083604744716332e-06","99.99848792874666","10484170","C","Z","CZ","1048401147.1879278"
"popov 80prf","5.26","50","6.095192563277696e-06","99.99821416653312","10476888","C","Z","CZ","1047670090.0227808"
"popov vodka 80 prf","5.26","19","6.095192563277696e-06","99.99821416653312","10476888","C","Z","CZ","1047670090.0227808"
"row vodka mini","5.27","393","6.106780381839061e-06","99.998201976148","10476819","C","Z","CZ","1047663062.4295449"
"seagrams extra smooth","5.28","28","6.118368200400425e-06","99.99819586936762","10476426","C","Z","CZ","1047623699.1589355"
"seagrams extra smooth vodka","5.28","121","6.118368200400425e-06","99.99819586936762","10476426","C","Z","CZ","1047623699.1589355"
"paramount blackberry brandy","5.33","284","6.1763072932072475e-06","99.99818363263121","10476277","C","Z","CZ","1047608671.2323108"
"paramount apricot brandy","5.33","51","6.1763072932072475e-06","99.99818363263121","10476277","C","Z","CZ","1047608671.2323108"
"salvadors original margarita 4pk","5.33","4","6.1763072932072475e-06","99.99818363263121","10476277","C","Z","CZ","1047608671.2323108"
"paramount apricot flavored brandy","5.33","20","6.1763072932072475e-06","99.99818363263121","10476277","C","Z","CZ","1047608671.2323108"
"salvadors margarita 4pk","5.33","12","6.1763072932072475e-06","99.99818363263121","10476277","C","Z","CZ","1047608671.2323108"
"pinnacle whipped","5.36","1","6.211070748891341e-06","99.99815275109474","10475906","C","Z","CZ","1047571248.3941098"
"pinnacle vodka","5.36","3","6.211070748891341e-06","99.99815275109474","10475906","C","Z","CZ","1047571248.3941098"
"99 bananas","5.36","132","6.211070748891341e-06","99.99815275109474","10475906","C","Z","CZ","1047571248.3941098"
"phillips vodka","5.36","170","6.211070748891341e-06","99.99815275109474","10475906","C","Z","CZ","1047571248.3941098"
"platinum 7x vodka","5.36","28","6.211070748891341e-06","99.99815275109474","10475906","C","Z","CZ","1047571248.3941098"
"phillips vodka ez pack","5.36","21","6.211070748891341e-06","99.99815275109474","10475906","C","Z","CZ","1047571248.3941098"
"pinnacle peach","5.36","1","6.211070748891341e-06","99.99815275109474","10475906","C","Z","CZ","1047571248.3941098"
"canadian ltd whisky","5.36","9","6.211070748891341e-06","99.99815275109474","10475906","C","Z","CZ","1047571248.3941098"
"mccormick blend whiskey","5.37","25","6.222658567452705e-06","99.9981030625287","10475541","C","Z","CZ","1047534228.5537449"
"blue ox gin","5.37","8","6.222658567452705e-06","99.9981030625287","10475541","C","Z","CZ","1047534228.5537449"
"crafthouse smoky margarita","5.37","2","6.222658567452705e-06","99.9981030625287","10475541","C","Z","CZ","1047534228.5537449"
"blue ox vodka","5.38","22","6.23424638601407e-06","99.99808439455299","10475506","C","Z","CZ","1047530533.0636462"
"fireball cinnamon whiskey","5.4","81","6.257422023136799e-06","99.9980781603066","10475484","C","Z","CZ","1047528267.7990413"
"five oclock gin","5.4","111","6.257422023136799e-06","99.9980781603066","10475484","C","Z","CZ","1047528267.7990413"
"fireball cinnamon","5.4","61","6.257422023136799e-06","99.9980781603066","10475484","C","Z","CZ","1047528267.7990413"
"mccormick vodka pet","5.4","102","6.257422023136799e-06","99.9980781603066","10475484","C","Z","CZ","1047528267.7990413"
"mccormick 80prf vodka pet","5.4","217","6.257422023136799e-06","99.9980781603066","10475484","C","Z","CZ","1047528267.7990413"
"blue ox gin","5.45","1","6.315361115943621e-06","99.99804687319646","10474912","C","Z","CZ","1047470741.1686081"
"jim beam","5.45","88","6.315361115943621e-06","99.99804687319646","10474912","C","Z","CZ","1047470741.1686081"
"skol vodka traveler","5.46","17","6.326948934504985e-06","99.99803424247422","10474823","C","Z","CZ","1047461709.0378566"
"old st nicks egg nog","5.46","10","6.326948934504985e-06","99.99803424247422","10474823","C","Z","CZ","1047461709.0378566"
"skol vodka pet","5.46","84","6.326948934504985e-06","99.99803424247422","10474823","C","Z","CZ","1047461709.0378566"
"skol vodka","5.46","228","6.326948934504985e-06","99.99803424247422","10474823","C","Z","CZ","1047461709.0378566"
"mr boston holiday nog","5.46","26","6.326948934504985e-06","99.99803424247422","10474823","C","Z","CZ","1047461709.0378566"
"blue ox gin","5.49","2","6.361712390189079e-06","99.99800260772955","10474458","C","Z","CZ","1047424878.3985536"
"kessler blend whiskey","5.5","234","6.373300208750443e-06","99.99799624601715","10474456","C","Z","CZ","1047424611.7670718"
"maui blue hawaiian schnapps","5.51","253","6.384888027311808e-06","99.99798987271694","10474222","C","Z","CZ","1047401145.480589"
"desert island long island iced tea cocktail","5.55","70","6.431239301557265e-06","99.99798348782892","10473969","C","Z","CZ","1047375779.1140319"
"blue ox vodka","5.55","5","6.431239301557265e-06","99.99798348782892","10473969","C","Z","CZ","1047375779.1140319"
"remy martin vsop","5.55","82","6.431239301557265e-06","99.99798348782892","10473969","C","Z","CZ","1047375779.1140319"
"blue ox silver rum","5.55","1","6.431239301557265e-06","99.99798348782892","10473969","C","Z","CZ","1047375779.1140319"
"blue ox gin","5.55","10","6.431239301557265e-06","99.99798348782892","10473969","C","Z","CZ","1047375779.1140319"
"on the rocks cocktails knob creek bourbon old fashioned","5.58","10","6.466002757241359e-06","99.99795133163242","10473801","C","Z","CZ","1047358642.655203"
"blue ox vodka","5.58","14","6.466002757241359e-06","99.99795133163242","10473801","C","Z","CZ","1047358642.655203"
"e & j vs","5.58","25","6.466002757241359e-06","99.99795133163242","10473801","C","Z","CZ","1047358642.655203"
"arrow peppermint schnapps","5.58","3","6.466002757241359e-06","99.99795133163242","10473801","C","Z","CZ","1047358642.655203"
"on the rocks cocktails hornitos margarita","5.58","4","6.466002757241359e-06","99.99795133163242","10473801","C","Z","CZ","1047358642.655203"
"hawkeye vodka","5.58","540","6.466002757241359e-06","99.99795133163242","10473801","C","Z","CZ","1047358642.655203"
"on the rocks cocktails effen cosmopolitan","5.58","10","6.466002757241359e-06","99.99795133163242","10473801","C","Z","CZ","1047358642.655203"
"on the rocks cocktails hornitos margarita","5.6","4","6.489178394364088e-06","99.99790606961311","10473195","C","Z","CZ","1047297569.8587416"
"on the rocks cocktails knob creek bourbon old fashioned","5.6","8","6.489178394364088e-06","99.99790606961311","10473195","C","Z","CZ","1047297569.8587416"
"on the rocks cocktails effen cosmopolitan","5.6","4","6.489178394364088e-06","99.99790606961311","10473195","C","Z","CZ","1047297569.8587416"
"on the rocks cocktails cruzan mai tai","5.6","2","6.489178394364088e-06","99.99790606961311","10473195","C","Z","CZ","1047297569.8587416"
"on the rocks cocktails tres gen jalapeno pineapple margarita","5.6","8","6.489178394364088e-06","99.99790606961311","10473195","C","Z","CZ","1047297569.8587416"
"jagermeister liqueur","5.61","332","6.500766212925452e-06","99.99787362372116","10473169","C","Z","CZ","1047294630.1018741"
"e & j vsop","5.63","345","6.523941850048181e-06","99.99786712295494","10472837","C","Z","CZ","1047261362.726366"
"e & j vsop superior reserve","5.63","90","6.523941850048181e-06","99.99786712295494","10472837","C","Z","CZ","1047261362.726366"
"wisconsin club","5.63","1","6.523941850048181e-06","99.99786712295494","10472837","C","Z","CZ","1047261362.726366"
"bols triple sec 30prf","5.63","3","6.523941850048181e-06","99.99786712295494","10472837","C","Z","CZ","1047261362.726366"
"jameson","5.63","29","6.523941850048181e-06","99.99786712295494","10472837","C","Z","CZ","1047261362.726366"
"wisconsin club gin","5.63","3","6.523941850048181e-06","99.99786712295494","10472837","C","Z","CZ","1047261362.726366"
"wisconsin club vodka","5.63","1","6.523941850048181e-06","99.99786712295494","10472837","C","Z","CZ","1047261362.726366"
"jim beam apple","5.64","89","6.535529668609545e-06","99.997821455362","10472365","C","Z","CZ","1047213685.4853821"
"red stag black cherry","5.64","2","6.535529668609545e-06","99.997821455362","10472365","C","Z","CZ","1047213685.4853821"
"jim beam peach","5.64","59","6.535529668609545e-06","99.997821455362","10472365","C","Z","CZ","1047213685.4853821"
"jim beam","5.64","72","6.535529668609545e-06","99.997821455362","10472365","C","Z","CZ","1047213685.4853821"
